<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
NVDA,D,20/06/24,00:00:00,139.8,140.76,129.53,130.92,16303037
NVDA,D,21/06/24,00:00:00,127.1,130.62,124.3,127,12499625
NVDA,D,24/06/24,00:00:00,123.24,124.46,118.04,118.07,11802931
NVDA,D,25/06/24,00:00:00,121.18,126.495,119.33,126.18,9833767
NVDA,D,26/06/24,00:00:00,126.1,128.11,122.61,126.44,9724963
NVDA,D,27/06/24,00:00:00,124.09,126.4,122.93,123.95,6234829
NVDA,D,28/06/24,00:00:00,124.575,127.7,122.76,123.52,8949256
NVDA,D,01/07/24,00:00:00,123.465,124.84,118.84,124.2,6973203
NVDA,D,02/07/24,00:00:00,121.13,123.36,121.06,122.69,5884908
NVDA,D,03/07/24,00:00:00,121.6,128.28,121.36,128.27,5736550
NVDA,D,05/07/24,00:00:00,127.32,128.83,125.7,125.81,5781832
NVDA,D,08/07/24,00:00:00,127.49,130.76,127.06,128.14,5941879
NVDA,D,09/07/24,00:00:00,130.36,133.81,128.67,131.43,7277895
NVDA,D,10/07/24,00:00:00,134.03,135.09,132.43,134.84,5670900
NVDA,D,11/07/24,00:00:00,135.91,136.15,127.06,127.48,13268076
NVDA,D,12/07/24,00:00:00,128.28,131.915,127.24,129.13,12237736
NVDA,D,15/07/24,00:00:00,130.64,131.36,127.19,128.43,5415527
NVDA,D,16/07/24,00:00:00,128.41,129.02,124.58,126.32,5009711
NVDA,D,17/07/24,00:00:00,121.36,121.84,116.73,117.91,11266419
NVDA,D,18/07/24,00:00:00,121.83,122.39,116.56,121.11,7357360
NVDA,D,19/07/24,00:00:00,120.365,121.59,117.38,118,6045912
NVDA,D,22/07/24,00:00:00,120.35,124.07,119.87,123.64,7222885
NVDA,D,23/07/24,00:00:00,122.79,124.69,122.11,122.43,3746282
NVDA,D,24/07/24,00:00:00,119.17,119.94,113.55,114.39,7758300
NVDA,D,25/07/24,00:00:00,113.04,116.63,106.31,112.4,12409330
NVDA,D,26/07/24,00:00:00,116.11,116.18,111.59,113.07,6384741
NVDA,D,29/07/24,00:00:00,113.69,116.28,111.3,111.53,5286462
NVDA,D,30/07/24,00:00:00,111.52,111.99,102.54,103.69,12164653
NVDA,D,31/07/24,00:00:00,112.9,118.33,110.88,117.13,12392850
NVDA,D,01/08/24,00:00:00,117.59,120.14,106.82,109.38,14464859
NVDA,D,02/08/24,00:00:00,103.83,108.71,101.37,107.31,12112512
NVDA,D,05/08/24,00:00:00,92.02,103.4,90.73,100.62,13260137
NVDA,D,06/08/24,00:00:00,103.84,107.7,100.55,104,11296053
NVDA,D,07/08/24,00:00:00,107.81,108.8,98.69,98.75,9302061
NVDA,D,08/08/24,00:00:00,102.01,105.5,97.54,105.16,7833498
NVDA,D,09/08/24,00:00:00,105.57,106.59,103.43,104.7,5317198
NVDA,D,12/08/24,00:00:00,106.33,111.06,106.31,109.1,6785411
NVDA,D,13/08/24,00:00:00,112.44,116.23,111.58,116.15,7677493
NVDA,D,14/08/24,00:00:00,118.48,118.59,114.09,117.96,6280729
NVDA,D,15/08/24,00:00:00,118.87,123.23,117.47,122.91,7806513
NVDA,D,16/08/24,00:00:00,121.94,125,121.2,124.57,6070168
NVDA,D,19/08/24,00:00:00,124.27,130,123.42,129.99,6694316
NVDA,D,20/08/24,00:00:00,128.4,129.86,125.9,127.27,5794110
NVDA,D,21/08/24,00:00:00,127.31,129.34,126.66,128.42,4625066
NVDA,D,22/08/24,00:00:00,130.02,130.75,123.1,123.86,8777283
NVDA,D,23/08/24,00:00:00,125.86,129.59,125.24,129.26,7760177
NVDA,D,26/08/24,00:00:00,129.57,131.26,124.38,126.5,6530895
NVDA,D,27/08/24,00:00:00,125.07,129.19,123.89,128.32,5235809
NVDA,D,28/08/24,00:00:00,128.08,128.32,122.66,125.57,6429866
NVDA,D,29/08/24,00:00:00,121.39,124.43,116.73,117.59,8541893
NVDA,D,30/08/24,00:00:00,119.51,121.74,117.23,119.41,6279064
NVDA,D,03/09/24,00:00:00,116,116.21,107.29,108.02,9752195
NVDA,D,04/09/24,00:00:00,105.29,109.99,104.13,106.17,9692849
NVDA,D,05/09/24,00:00:00,105,109.645,104.76,107.24,5438520
NVDA,D,06/09/24,00:00:00,108.07,108.14,100.95,102.81,8358748
NVDA,D,09/09/24,00:00:00,104.88,106.54,103.72,106.49,4429710
NVDA,D,10/09/24,00:00:00,107.87,109.39,104.95,108.02,5590981
NVDA,D,11/09/24,00:00:00,109.39,117.17,107.43,116.73,11246677
NVDA,D,12/09/24,00:00:00,116.87,120.79,115.39,119.24,6912284
NVDA,D,13/09/24,00:00:00,119.01,119.95,117.62,119.08,4694258
NVDA,D,16/09/24,00:00:00,116.79,118.175,114.37,116.78,4569723
NVDA,D,17/09/24,00:00:00,118.17,118.8,114.84,115.5,4688740
NVDA,D,18/09/24,00:00:00,115.92,117.69,113.24,113.24,6068059
NVDA,D,19/09/24,00:00:00,117.34,119.66,117.265,117.98,5907442
NVDA,D,20/09/24,00:00:00,117.02,118.6,115.41,116.04,6679417
NVDA,D,23/09/24,00:00:00,116.54,116.98,114.88,116.25,3977533
NVDA,D,24/09/24,00:00:00,116.515,121.8,115.38,120.93,8887342
NVDA,D,25/09/24,00:00:00,122.02,124.93,121.63,123.52,6095539
NVDA,D,26/09/24,00:00:00,126.81,127.66,121.8,123.98,7641273
NVDA,D,27/09/24,00:00:00,123.93,124,119.27,121.38,6874480
NVDA,D,30/09/24,00:00:00,118.31,121.5,118.16,121.5,4474183
NVDA,D,01/10/24,00:00:00,121.79,122.43,115.79,116.95,7233658
NVDA,D,02/10/24,00:00:00,116.44,119.38,115.15,118.85,4801899
NVDA,D,03/10/24,00:00:00,120.92,124.355,120.36,122.91,7665258
NVDA,D,04/10/24,00:00:00,124.95,125.04,121.9,124.89,5992988
NVDA,D,07/10/24,00:00:00,124.99,130.63,124.96,127.8,8800254
NVDA,D,08/10/24,00:00:00,130.26,133.48,129.43,132.94,6512545
NVDA,D,09/10/24,00:00:00,134.14,134.52,131.385,132.64,5685828
NVDA,D,10/10/24,00:00:00,131.93,135,131.31,134.8,5471242
NVDA,D,11/10/24,00:00:00,134.03,135.78,133.67,134.75,4743463
NVDA,D,14/10/24,00:00:00,136.42,139.6,136.3,138.18,5649636
NVDA,D,15/10/24,00:00:00,137.84,138.56,128.74,131.76,10682075
NVDA,D,16/10/24,00:00:00,133.98,136.61,131.58,135.7,6610157
NVDA,D,17/10/24,00:00:00,139.32,140.89,136.89,136.92,9230736
NVDA,D,18/10/24,00:00:00,138.67,138.8,137.29,137.97,4683558
NVDA,D,21/10/24,00:00:00,138.12,143.69,138.03,143.69,6353203
NVDA,D,22/10/24,00:00:00,142.965,144.41,141.78,143.57,5622417
NVDA,D,23/10/24,00:00:00,142.03,142.41,137.47,139.56,8439203
NVDA,D,24/10/24,00:00:00,140.82,141.34,138.47,140.41,4917558
NVDA,D,25/10/24,00:00:00,140.93,144.12,140.83,141.46,6269948
NVDA,D,28/10/24,00:00:00,143.065,143.14,140.06,140.54,4745195
NVDA,D,29/10/24,00:00:00,140.26,142.25,138.91,141.3,3808358
NVDA,D,30/10/24,00:00:00,139.49,140.32,136.82,139.06,4222139
NVDA,D,31/10/24,00:00:00,137.6,137.61,132.13,132.52,8305118
NVDA,D,01/11/24,00:00:00,134.63,137.3,134.57,135.42,5917164
NVDA,D,04/11/24,00:00:00,137.21,138.95,135.58,136.08,4582987
NVDA,D,05/11/24,00:00:00,137.42,140.37,137.34,139.92,4061879
NVDA,D,06/11/24,00:00:00,142.94,146.49,141.98,145.71,6699991
NVDA,D,07/11/24,00:00:00,146.39,148.92,146.17,148.85,5299480
NVDA,D,08/11/24,00:00:00,148.79,149.76,146.27,147.5,5084578
NVDA,D,11/11/24,00:00:00,148.68,148.71,143.57,145.27,4931774
NVDA,D,12/11/24,00:00:00,146.77,149.62,146.02,148.39,5041733
NVDA,D,13/11/24,00:00:00,149.06,149.31,145.92,146.37,5106129
NVDA,D,14/11/24,00:00:00,147.62,149,145.57,146.77,5723516
NVDA,D,15/11/24,00:00:00,144.89,145.22,140.09,141.91,7804291
NVDA,D,18/11/24,00:00:00,139.53,141.54,137.16,140.19,5111347
NVDA,D,19/11/24,00:00:00,141.32,147.12,141,147,5344656
NVDA,D,20/11/24,00:00:00,147.41,147.41,142.74,145.93,6643696
NVDA,D,21/11/24,00:00:00,149.35,152.88,140.73,146.66,10123458
NVDA,D,22/11/24,00:00:00,145.88,147.14,141.11,141.9,6774697
NVDA,D,25/11/24,00:00:00,141.95,142.03,135.83,135.92,7202281
NVDA,D,26/11/24,00:00:00,137.695,139.29,135.67,136.83,5328661
NVDA,D,27/11/24,00:00:00,135.01,135.4,131.92,135.4,6089763
NVDA,D,29/11/24,00:00:00,136.8,139.35,136.07,138.28,4229316
NVDA,D,02/12/24,00:00:00,138.8,140.44,137.83,138.63,3970837
NVDA,D,03/12/24,00:00:00,138.26,140.53,137.95,140.25,3988057
NVDA,D,04/12/24,00:00:00,142.07,145.78,140.29,145.14,6586597
NVDA,D,05/12/24,00:00:00,145.11,146.535,143.95,145.01,4474471
NVDA,D,06/12/24,00:00:00,144.65,145.69,141.32,142.47,5460197
NVDA,D,09/12/24,00:00:00,139,139.94,137.14,138.81,5073956
NVDA,D,10/12/24,00:00:00,138.97,141.8,133.8,135,6164108
NVDA,D,11/12/24,00:00:00,137.35,140.16,135.25,139.26,4919300
NVDA,D,12/12/24,00:00:00,137.19,138.4,135.8,137.32,3886714
NVDA,D,13/12/24,00:00:00,138.9,139.59,132.55,134.24,6585210
NVDA,D,16/12/24,00:00:00,134.19,134.37,130.43,131.97,6112982
NVDA,D,17/12/24,00:00:00,129.01,131.58,126.87,130.38,7735963
NVDA,D,18/12/24,00:00:00,133.83,136.7,128.29,128.98,7028453
NVDA,D,19/12/24,00:00:00,131.76,134.02,129.56,130.66,5922228
NVDA,D,20/12/24,00:00:00,129.86,135.28,128.25,134.97,6109829
NVDA,D,23/12/24,00:00:00,136.28,139.79,135.135,139.58,4700535
NVDA,D,24/12/24,00:00:00,140.01,141.895,138.67,140.31,3094635
NVDA,D,26/12/24,00:00:00,139.58,140.85,137.73,139.925,2992651
NVDA,D,27/12/24,00:00:00,138.57,139.01,134.71,137.11,6890517
NVDA,D,30/12/24,00:00:00,134.835,140.26,134.03,137.47,3981167
NVDA,D,31/12/24,00:00:00,138.04,138.06,133.84,134.19,4613291
NVDA,D,02/01/25,00:00:00,135.955,138.88,134.63,138.32,5721541
NVDA,D,03/01/25,00:00:00,140.01,144.9,139.81,144.5,6883762
NVDA,D,06/01/25,00:00:00,148.57,152.15,147.84,149.51,6476583
NVDA,D,07/01/25,00:00:00,153.02,153.12,140.02,140.12,9330619
NVDA,D,08/01/25,00:00:00,142.58,143.94,137.9,140.03,5625944
NVDA,D,10/01/25,00:00:00,137.45,137.68,134.23,135.88,4926325
NVDA,D,13/01/25,00:00:00,129.99,133.48,129.51,133.26,4401781
NVDA,D,14/01/25,00:00:00,136.07,136.34,130.06,131.83,5593743
NVDA,D,15/01/25,00:00:00,133.66,136.45,131.3,136.29,5211418
NVDA,D,16/01/25,00:00:00,138.69,138.72,133.5,133.56,4715181
NVDA,D,17/01/25,00:00:00,136.62,138.5,135.48,137.74,4256849
NVDA,D,21/01/25,00:00:00,139.26,141.83,137.09,140.83,4240929
