<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ALGN,D,01/07/24,00:00:00,241.99,246.98,238.91,238.91,7508
ALGN,D,02/07/24,00:00:00,240.6,240.69,236.68,239.83,5505
ALGN,D,03/07/24,00:00:00,240.005,243.39,237.7,243.36,6155
ALGN,D,05/07/24,00:00:00,242.92,244.73,242.13,243.81,3551
ALGN,D,08/07/24,00:00:00,244.94,249.39,244.92,248.86,7946
ALGN,D,09/07/24,00:00:00,248.17,249.3,246.41,247.53,8106
ALGN,D,10/07/24,00:00:00,247.64,249.17,243.51,249.17,9802
ALGN,D,11/07/24,00:00:00,253.6,258.09,251.72,256.44,11643
ALGN,D,12/07/24,00:00:00,251.61,251.61,242.42,242.42,18202
ALGN,D,15/07/24,00:00:00,242.025,244.44,239.6,240.17,10275
ALGN,D,16/07/24,00:00:00,242.07,247.57,239.765,247.56,10807
ALGN,D,17/07/24,00:00:00,247,253.23,246.79,250.7,14492
ALGN,D,18/07/24,00:00:00,254.19,262.7,249.45,250.63,19356
ALGN,D,19/07/24,00:00:00,254.07,255.43,249.98,251.485,22028
ALGN,D,22/07/24,00:00:00,253.45,253.45,244.86,249.28,22889
ALGN,D,23/07/24,00:00:00,249.24,252.36,248.73,250.76,10026
ALGN,D,24/07/24,00:00:00,249.91,251.27,244.56,244.64,56367
ALGN,D,25/07/24,00:00:00,230,243.39,226.01,226.12,51082
ALGN,D,26/07/24,00:00:00,225,225,219.16,220.37,33977
ALGN,D,29/07/24,00:00:00,220.47,225.705,218.85,224,40478
ALGN,D,30/07/24,00:00:00,224,232.65,224,231.53,37903
ALGN,D,31/07/24,00:00:00,228.56,238.57,227.44,232.08,17239
ALGN,D,01/08/24,00:00:00,231.5,233.3,226.59,228.28,13250
ALGN,D,02/08/24,00:00:00,220.86,220.86,209.65,213.3,39219
ALGN,D,05/08/24,00:00:00,200.34,212.44,196.61,208.01,30332
ALGN,D,06/08/24,00:00:00,206.925,208.98,203.69,206.31,28469
ALGN,D,07/08/24,00:00:00,210,214.235,203.07,203.83,11884
ALGN,D,08/08/24,00:00:00,204.04,214.24,204.04,214.13,21140
ALGN,D,09/08/24,00:00:00,214.26,215.12,212.12,214.97,8201
ALGN,D,12/08/24,00:00:00,213.41,215.13,212.01,213.61,12005
ALGN,D,13/08/24,00:00:00,219.14,222.49,215.03,220.36,8292
ALGN,D,14/08/24,00:00:00,225.46,226.83,218.16,219.95,5543
ALGN,D,15/08/24,00:00:00,226.45,238.27,226.45,235.34,15155
ALGN,D,16/08/24,00:00:00,235.27,244.59,234.62,240.49,18102
ALGN,D,19/08/24,00:00:00,239.55,243.17,234.81,240.15,6459
ALGN,D,20/08/24,00:00:00,240.36,242.14,232.9,233.08,15974
ALGN,D,21/08/24,00:00:00,234.3,235.44,231.91,235.26,6449
ALGN,D,22/08/24,00:00:00,233.63,234.145,228.27,228.8,11120
ALGN,D,23/08/24,00:00:00,229.72,235.9,226.88,233.79,17701
ALGN,D,26/08/24,00:00:00,233.01,233.13,229,231.6,11106
ALGN,D,27/08/24,00:00:00,230.31,238.72,230.25,236.22,8831
ALGN,D,28/08/24,00:00:00,234.22,234.27,229.3,230.84,8265
ALGN,D,29/08/24,00:00:00,233.05,237.8,233.05,235.08,7871
ALGN,D,30/08/24,00:00:00,237.39,240.75,234.98,237.28,7916
ALGN,D,03/09/24,00:00:00,232.97,237.09,226.47,226.47,5354
ALGN,D,04/09/24,00:00:00,225.2,226.3,221.82,222.3,11611
ALGN,D,05/09/24,00:00:00,219,228,219,226.32,4035
ALGN,D,06/09/24,00:00:00,226.9,228.19,218.74,221.11,17004
ALGN,D,09/09/24,00:00:00,228.39,229.11,220,221.18,7927
ALGN,D,10/09/24,00:00:00,220.64,227.63,218.98,227.25,3442
ALGN,D,11/09/24,00:00:00,224.64,225.38,219.92,225.21,19652
ALGN,D,12/09/24,00:00:00,226.61,229.93,221.86,228.29,2364
ALGN,D,13/09/24,00:00:00,232.51,243.83,232.51,243.8,16614
ALGN,D,16/09/24,00:00:00,247.165,249.84,244.23,249.65,10106
ALGN,D,17/09/24,00:00:00,251.95,259.25,251.95,253.255,17575
ALGN,D,18/09/24,00:00:00,255.315,262.73,250.37,253.2,21470
ALGN,D,19/09/24,00:00:00,259,260.41,256.96,257.26,3200
ALGN,D,20/09/24,00:00:00,253.1,255,248.95,253.2,7821
ALGN,D,23/09/24,00:00:00,255.4,256.36,252.46,253.21,7898
ALGN,D,24/09/24,00:00:00,257,259.34,247.56,248.87,5302
ALGN,D,25/09/24,00:00:00,247.46,248.48,242.28,242.28,4818
ALGN,D,26/09/24,00:00:00,245.63,253.47,245.46,249.46,12418
ALGN,D,27/09/24,00:00:00,251.05,258.74,251.05,254.92,10672
ALGN,D,30/09/24,00:00:00,252.54,255.03,252.54,254.5,7301
ALGN,D,01/10/24,00:00:00,251.975,251.975,244.22,245.32,3884
ALGN,D,02/10/24,00:00:00,240.02,240.91,235.3,238.1,7055
ALGN,D,03/10/24,00:00:00,238.83,239.28,235.5,237,9464
ALGN,D,04/10/24,00:00:00,242.78,242.78,235.87,241.38,5251
ALGN,D,07/10/24,00:00:00,236.73,238.56,232.79,234.93,4813
ALGN,D,08/10/24,00:00:00,234.83,235.14,232.24,233.9,8997
ALGN,D,09/10/24,00:00:00,233.58,234.115,229.845,233.83,7217
ALGN,D,10/10/24,00:00:00,231.45,232.92,229.03,229.72,9325
ALGN,D,11/10/24,00:00:00,227.075,227.075,218.51,222.1,36871
ALGN,D,14/10/24,00:00:00,220.51,224.17,220.28,221.16,19393
ALGN,D,15/10/24,00:00:00,220.19,222.825,217.86,219.04,18969
ALGN,D,16/10/24,00:00:00,219.295,219.295,214.42,215.96,30763
ALGN,D,17/10/24,00:00:00,216.21,218.59,215.26,216.03,15912
ALGN,D,18/10/24,00:00:00,216.88,219.57,216.28,219.57,14695
ALGN,D,21/10/24,00:00:00,219.47,219.92,215.95,216.48,17666
ALGN,D,22/10/24,00:00:00,212.09,212.7,209.66,210.85,14709
ALGN,D,23/10/24,00:00:00,209.14,210.17,206.16,207.69,23093
ALGN,D,24/10/24,00:00:00,215.02,226.23,214.58,216.29,42470
ALGN,D,25/10/24,00:00:00,222.98,226.5,218.48,219.33,19654
ALGN,D,28/10/24,00:00:00,220.69,222.58,215.82,215.82,20328
ALGN,D,29/10/24,00:00:00,212.675,216.845,212.45,212.77,18405
ALGN,D,30/10/24,00:00:00,212.86,214.61,210.325,210.75,14884
ALGN,D,31/10/24,00:00:00,209.7,209.7,205.01,205.01,8538
ALGN,D,01/11/24,00:00:00,205.65,209.16,205.5,208.27,7552
ALGN,D,04/11/24,00:00:00,209.32,216.1,209.09,210.64,5053
ALGN,D,05/11/24,00:00:00,206.81,213.22,206.81,212.24,6547
ALGN,D,06/11/24,00:00:00,220.73,225.03,215.31,224.95,19886
ALGN,D,07/11/24,00:00:00,222.36,223.495,219.95,222.13,24492
ALGN,D,08/11/24,00:00:00,220.55,224.03,217.06,220.61,11734
ALGN,D,11/11/24,00:00:00,224.39,228.9,223.44,225.36,6609
ALGN,D,12/11/24,00:00:00,225.24,225.24,218.92,218.92,4607
ALGN,D,13/11/24,00:00:00,217.31,219.11,213.6,214.95,4954
ALGN,D,14/11/24,00:00:00,215.5,224.59,213.51,221.7,9919
ALGN,D,15/11/24,00:00:00,222.1,229.165,222.1,223.92,21171
ALGN,D,18/11/24,00:00:00,224.76,231.46,224.76,229.94,9256
ALGN,D,19/11/24,00:00:00,226.73,226.73,221.95,222.57,6795
ALGN,D,20/11/24,00:00:00,220.64,223.91,220.345,223.91,6022
ALGN,D,21/11/24,00:00:00,225.02,229.04,224.8,228.33,4404
ALGN,D,22/11/24,00:00:00,229,229.36,217.61,225.74,14849
ALGN,D,25/11/24,00:00:00,231.76,241.03,231.76,240.54,26757
ALGN,D,26/11/24,00:00:00,233.01,233.01,226.66,227.84,17687
ALGN,D,27/11/24,00:00:00,232.84,233.85,228.96,229.58,3251
ALGN,D,29/11/24,00:00:00,231.935,233.53,231.75,232.67,2494
ALGN,D,02/12/24,00:00:00,227.18,235.22,227.18,234.51,6521
ALGN,D,03/12/24,00:00:00,230.14,235.32,230.14,233.87,5733
ALGN,D,04/12/24,00:00:00,235.12,236.82,234.37,235.08,3728
ALGN,D,05/12/24,00:00:00,230.62,230.62,226.93,227.93,6287
ALGN,D,06/12/24,00:00:00,229.535,238.84,229.535,232.6,7300
ALGN,D,09/12/24,00:00:00,232.36,239.615,232.36,237.44,6918
ALGN,D,10/12/24,00:00:00,236.84,238.92,236.24,237.13,4600
ALGN,D,11/12/24,00:00:00,240.63,244.83,237.6,239.61,6513
ALGN,D,12/12/24,00:00:00,239.99,240.12,235.36,235.74,6323
ALGN,D,13/12/24,00:00:00,234.27,236.64,234.06,235.44,3927
ALGN,D,16/12/24,00:00:00,235.68,237.1,229.95,230.04,4309
ALGN,D,17/12/24,00:00:00,227.26,231.11,227.05,228.84,9133
ALGN,D,18/12/24,00:00:00,227.24,227.51,212.66,212.66,14776
ALGN,D,19/12/24,00:00:00,214,218.29,212.34,213.55,9091
ALGN,D,20/12/24,00:00:00,214.325,214.325,210.85,211.03,12352
ALGN,D,23/12/24,00:00:00,209,210.65,205.77,207.53,27602
ALGN,D,24/12/24,00:00:00,208.54,213.45,207.89,213.32,4354
ALGN,D,26/12/24,00:00:00,212.55,216.04,212.4,215.82,3857
ALGN,D,27/12/24,00:00:00,213.195,214.31,210.91,211.455,1908
ALGN,D,30/12/24,00:00:00,206.3,207.93,204.43,206.58,3386
ALGN,D,31/12/24,00:00:00,207.66,208.64,206.54,208.44,4845
ALGN,D,02/01/25,00:00:00,213.06,215.25,207.56,208.37,6727
ALGN,D,03/01/25,00:00:00,209.88,209.88,206.24,208.29,2900
ALGN,D,06/01/25,00:00:00,215.03,221.65,215.03,218.82,13090
ALGN,D,07/01/25,00:00:00,219.56,225.82,217.27,217.66,6605
ALGN,D,08/01/25,00:00:00,215.28,215.38,210.2,215.38,8550
ALGN,D,10/01/25,00:00:00,211.37,214.36,208.66,212.3,12748
ALGN,D,13/01/25,00:00:00,208.95,213.7,208.22,213.69,7000
ALGN,D,14/01/25,00:00:00,214.9,214.94,209.78,210.54,4100
ALGN,D,15/01/25,00:00:00,216.27,217.86,214.77,215.77,8151
ALGN,D,16/01/25,00:00:00,216.34,219,214.25,218.96,10653
ALGN,D,17/01/25,00:00:00,221.45,227.81,221.45,224.17,11845
ALGN,D,21/01/25,00:00:00,228.86,229.78,227.57,227.85,5271
